78,7037;74,7533;78,7019;79,2476;77,1623;77,324;77,7182;79,491;78,048;78,6252;79,7162;78,0207;79,571;77,9401;79,2213;78,6303;77,7539;78,5238;76,6775;76,218;79,3159;78,7702;78,0869;80,0376;77,0691;78,7059;78,8108;77,0313;77,8699;78,3144;78,2145;77,1473;77,1661;75,4351;76,1463;79,5693;78,94;78,2501;78,8947;77,1348;79,3005;79,4718;78,7658;77,4799;78,9149;79,2589;77,7592
56,5729;56,8396;54,9706;57,0273;58,2934;55,4167;57,2268;58,0882;57,0695;56,1845;56,2142;53,9532;56,8094;56,5936;55,7232;58,6038;56,9501;57,2641;56,524;57,9698;57,3747;56,2703;56,5157;56,8554;56,3325;56,1071;56,3252;57,1299;55,3754;55,0096;55,644;56,3522;56,116;55,107;56,108;57,808;55,1579;56,8883;55,1727;56,5903;56,1036;55,7808;56,4263;55,6323;55,804;56,5327;56,4472
73,2045;71,2412;73,2751;72,3924;72,5548;72,6316;71,2511;73,0088;73,3269;72,5894;71,7109;71,5254;74,299;71,9777;73,3163;72,835;74,3441;70,7087;71,888;72,2227;72,5071;74,1719;71,1691;72,7172;71,3923;70,9306;72,7588;72,3162;72,9216;71,9071;71,5765;72,4464;71,1681;71,1201;73,2146;72,0966;72,6148;72,6209;72,1815;72,4118;72,2189;73,2236;71,7634;73,4471;72,5293;71,8228;71,4249
77,5823;77,5703;77,1309;74,937;75,5485;75,7869;76,1492;75,571;74,777;74,4442;75,9001;75,8922;75,975;76,9355;75,7976;75,6965;75,3475;78,5372;76,927;76,824;78,9312;75,3791;74,5297;75,2139;74,2372;76,4236;76,3083;75,9875;76,7841;76,3183;75,7406;73,6433;75,4832;76,916;77,2024;76,9625;77,6096;75,0816;75,8856;75,6699;76,1878;74,2014;75,9684;76,0694;75,5327;76,815;75,5248
69,6311;67,7213;70,2763;68,015;70,21;68,2208;69,2299;68,3636;70,4915;70,231;67,77;68,3939;68,7625;69,747;68,5527;69,2523;68,5179;69,2906;69,5574;69,8272;68,3731;68,8979;68,6975;68,5794;68,5971;68,4546;68,3519;69,3678;69,0352;66,8836;69,2457;67,5735;69,4438;69,5193;69,4889;69,4661;69,4576;69,4588;68,4011;69,4941;69,2105;70,1123;66,9715;69,0791;70,2237;69,4273;67,4414
77,5684;79,0499;77,845;78,4625;77,5163;78,955;80,4359;78,6296;78,1764;77,791;78,6226;78,4792;78,0848;78,5332;78,1402;76,9158;77,3916;77,8795;77,074;79,1313;78,4014;77,702;77,3103;77,6946;80,5301;76,8431;79,9305;79,3133;76,9979;77,5275;77,7551;78,8986;79,1996;78,9235;77,9858;78,1102;78,2086;76,2075;78,8419;80,2754;78,448;77,5656;77,8743;77,7101;77,2526;77,3347;78,529
74,7549;75,7384;73,4996;74,3926;76,1136;76,7078;75,5126;75,5583;75,9979;75,756;74,8104;73,524;74,8781;75,6076;76,567;75,4622;74,4057;75,5498;75,8765;75,2378;74,877;74,2297;76,2259;75,4948;74,4876;76,5023;76,2955;74,8982;76,7006;74,4234;74,2654;76,5824;75,8668;76,1252;74,377;74,6243;75,9042;75,4037;74,6883;75,6732;75,1134;75,2427;74,9;74,0758;76,8757;76,4842;74,7125
66,4368;66,5407;65,8062;66,9479;65,8269;67,8834;65,3679;66,5037;65,604;67,2699;66,357;65,2756;65,6957;66,6053;64,9982;65,4624;67,0438;66,5499;66,0932;68,906;65,8323;66,6547;67,1826;67,2888;64,9202;68,234;65,4386;65,7845;64,9981;67,8733;65,0051;65,9821;65,0769;66,3137;67,0475;64,7082;64,9316;66,4358;68,6799;66,572;66,0393;67,1718;67,7873;67,4436;67,147;66,1404;64,7871
76,7465;76,1386;73,2777;75,6393;74,4657;73,5075;73,9188;75,9056;75,5656;74,5795;74,8427;74,9619;73,5697;76,7657;73,8516;74,5086;75,1324;75,7673;76,0713;74,9518;74,9292;75,1423;74,3826;73,8485;74,3444;74,5831;77,3428;73,2598;74,211;74,9006;73,2886;74,6309;74,2815;74,8201;76,0583;76,3431;75,0573;74,3294;74,7127;74,0358;73,4286;75,533;74,1478;73,67;74,228;76,4874;76,6136
45,3705;47,3852;48,1269;48,1384;46,3723;47,0664;47,4147;46,1569;48,3591;45,9359;47,5894;46,8506;45,664;47,427;47,1137;47,4177;46,3827;47,0176;47,3234;48,7954;48,4768;47,0575;47,7527;47,1829;46,6119;45,3247;48,4967;47,5148;47,8922;45,0399;46,796;47,748;46,4176;48,1501;49,5462;46,231;47,8687;48,5637;47,1708;47,3711;48,8074;48,7712;47,0215;48,5509;47,902;46,0178;49,4118
88,5897;86,3506;89,526;89,7494;88,6574;89,0445;88,6351;87,8738;89,9741;86,2579;87,8389;89,1985;88,8474;89,5398;89,5556;88,4354;87,5134;87,6031;89,3418;88,5839;89,7345;86,5809;88,1202;88,5513;87,3231;90,0636;85,6645;87,4973;86,8284;88,8335;88,4238;88,4101;88,3784;90,0097;88,2248;88,8688;88,8704;88,5069;87,9598;87,494;87,7197;89,201;87,9396;87,9916;89,3553;89,0507;89,3176
63,256;63,3321;63,5182;62,4881;63,2952;63,0186;62,0647;62,6626;62,874;63,4625;62,1977;63,1801;62,3061;64,0997;62,5508;62,9253;64,8504;64,121;64,3953;64,6161;61,0302;61,8306;63,9817;62,0452;63,2746;62,4091;64,338;63,2255;62,206;62,3345;62,5295;63,9177;63,0011;63,7571;63,6425;64,0797;62,3709;62,7963;64,4682;64,3046;62,6134;61,637;62,7123;64,5127;63,2167;63,2022;61,9082
80,0618;77,6321;76,5976;77,8752;80,5242;78,1604;77,3559;80,8624;79,8209;78,9581;79,7356;77,5674;78,9564;79,8467;78,6612;79,4682;80,3991;77,1647;77,5889;78,6662;78,9766;80,812;78,5311;77,9146;78,1676;78,2936;76,7056;78,5477;77,5536;77,0071;77,5771;78,8276;79,3188;79,1985;78,9946;79,2077;80,0823;80,1825;77,4023;77,3871;79,7166;76,8539;78,5748;79,2975;78,5089;77,7446;80,3234
64,2948;65,2856;63,2691;64,6652;62,0171;65,6679;64,5908;65,2267;65,9012;63,8824;64,9832;63,281;63,9848;64,6444;64,2689;66,2611;63,971;63,3675;64,9161;64,645;64,1353;65,548;65,5541;64,6179;63,8862;63,9986;65,4386;63,2101;64,2186;64,306;64,9774;64,1292;62,3825;63,5961;65,1379;64,531;64,5182;64,2548;64,3662;64,7891;64,7287;64,2177;63,2038;64,9829;64,9765;63,1585;65,1337
93,1936;93,5974;94,9193;94,5096;95,5555;93,6824;94,4024;94,3447;95,5084;92,5379;91,078;95,0687;93,5763;93,9049;93,4072;94,8777;93,1566;93,7829;95,4828;93,5854;93,8684;94,452;95,2825;93,9048;92,7407;93,189;93,0586;93,7269;94,1384;94,6345;94,2384;94,6462;94,394;94,5001;95,2235;92,9298;93,0916;91,9338;91,5322;93,4042;92,0825;94,2187;93,8273;94,7749;92,4707;93,0711;94,3972
84,6727;86,6728;86,4954;84,9747;85,4715;84,2484;86,6256;86,1442;86,2401;85,9197;84,6687;85,6964;87,8233;84,9572;85,9805;85,4049;86,9954;85,2323;84,8128;85,8322;87,6509;84,8233;85,2461;85,8033;86,1618;86,6271;85,394;86,1904;84,5269;86,0989;85,1938;85,1282;86,0531;87,0245;84,3098;84,7911;84,92;84,8012;85,9202;86,7419;86,0155;85,7428;85,73;84,7783;86,8425;84,9838;85,9601
79,8488;78,7146;79,492;77,1833;78,4587;78,84;80,2862;80,3964;79,2115;79,6868;79,013;80,2939;78,3092;80,6003;78,8092;79,1614;80,4328;78,1423;79,8479;80,4152;78,6622;78,9477;79,3638;78,9802;79,8703;79,9321;77,6949;81,1082;80,7103;79,0961;78,3254;79,7836;79,7303;77,5187;80,84;79,5878;78,1554;80,6239;78,4648;78,9066;77,3706;78,9454;79,5458;79,844;78,3192;80,1336;77,9283
76,2117;75,797;75,831;75,8281;77,1425;76,5021;76,2403;75,8566;74,2752;76,5496;76,2623;76,5438;75,5218;77,9479;75,1592;77,7387;75,0185;75,6406;74,9697;74,8668;76,5153;74,9711;74,5734;74,8073;74,7275;75,6367;77,4389;76,09;75,9714;77,2568;76,6736;74,843;75,1491;77,6479;76,0144;74,4218;77,0466;75,9522;76,349;74,6009;75,5328;75,888;75,1163;75,7548;75,1112;75,9013;75,6404
70,3977;70,1186;70,1883;68,8442;70,8025;70,4446;70,4974;69,7947;72,0648;71,8051;71,1972;71,5977;70,4731;72,3078;70,1964;70,7498;72,1115;71,0697;70,2299;69,9954;71,2239;69,1137;70,1667;71,3926;69,7887;71,2671;69,7202;71,8079;71,6496;71,9432;69,0952;70,6213;70,2695;69,2731;70,0842;69,6508;71,286;67,9989;71,1151;69,9253;70,2831;70,1396;70,0326;72,1867;71,8005;70,3723;70,525
68,7997;68,7401;68,3935;69,4752;68,2813;68,7106;67,9309;68,9402;67,7706;69,8664;68,518;68,2849;67,2326;69,9314;69,0956;68,209;69,4095;69,6231;68,748;70,6407;68,7427;68,8372;70,047;69,5475;68,4161;67,7886;70,4327;70,0044;68,2615;66,8807;68,9182;68,0651;69,1632;67,5407;69,4974;68,2768;70,0658;68,9017;67,6861;68,5645;69,6025;67,3759;67,8629;68,7511;69,5063;67,6269;67,4571
75,2908;77,1193;74,9362;75,5613;74,74;77,0956;76,7732;75,6076;75,3496;75,2195;74,5421;76,3893;76,6189;75,516;74,3361;76,824;76,1065;76,8534;75,6958;76,0939;75,751;76,2478;77,3822;74,8534;76,0476;75,9568;78,0523;76,2546;78,3274;76,7603;76,954;74,1443;76,4567;77,234;78,1566;74,7775;76,5018;75,7676;76,5812;75,5579;74,7673;77,4907;78,4224;75,9068;75,3745;76,3811;74,7784
59,2894;57,8251;56,9033;57,1922;57,6645;57,0258;58,6162;57,1382;57,827;57,7803;57,3378;57,5116;56,451;59,6089;58,0147;57,3959;56,3715;55,6348;56,7975;56,1467;59,1664;59,0861;58,2712;56,9348;59,1593;57,7554;57,5342;55,903;57,4856;58,3809;56,658;58,1506;58,5016;56,6295;58,9028;54,8317;56,8078;57,5902;55,8632;56,4384;57,346;59,5688;57,4907;57,9427;58,3454;56,3629;57,1448
60,3344;60,1672;60,6911;60,7648;58,5348;58,6173;61,2702;60,0006;59,4543;61,1728;60,0147;61,3707;60,005;63,0972;59,9184;60,4682;61,7747;60,875;58,2469;60,79;61,6874;62,4052;61,4291;61,2809;60,9883;59,2868;61,1146;60,5414;57,7271;60,691;60,9923;60,746;60,2111;61,1039;58,5516;61,9172;59,9143;60,3594;60,131;57,8382;60,5072;60,3005;59,1398;59,7236;60,7845;61,6102;61,2831
61,7462;59,7946;58,9904;61,0876;58,9651;61,1987;60,7087;59,4151;59,4155;61,2625;59,2218;57,5844;61,2056;62,7907;59,2676;60,0137;62,1856;61,2943;60,5963;62,2101;60,5046;60,0989;60,3964;61,317;61,8919;59,4541;60,7652;59,9407;60,1476;63,0409;59,8941;60,3422;58,7647;60,2324;61,5426;60,9538;62,1133;61,9675;61,785;62,3057;61,6106;60,995;61,7943;62,0473;59,0938;60,8481;59,4269
84,7361;84,9761;86,4068;85,9865;86,1824;86,2647;84,7763;84,4446;84,3731;86,101;86,2375;85,533;84,4373;85,0654;84,7219;86,6198;84,3929;86,1516;85,3183;86,4427;86,7746;84,5763;84,0076;85,1446;86,5098;87,0421;86,4889;86,8348;83,3729;85,8252;83,8627;86,327;86,1182;87,571;86,3797;84,6957;84,9037;83,9484;85,51;85,6645;85,0553;85,5864;85,4231;88,1499;85,8737;86,7942;85,9753
77,4979;76,861;77,4411;76,5681;77,153;77,7869;77,2138;78,3977;77,2442;75,7058;77,7506;78,2446;76,6572;76,9255;78,7241;76,2901;78,3718;77,9265;77,57;75,4195;75,292;76,9363;76,555;76,6996;77,4426;79,0179;76,7185;78,1406;77,6609;76,263;77,7252;76,9351;77,5372;74,6671;77,0219;77,3074;78,0646;76,9144;76,9624;75,7862;77,2314;77,3557;77,6024;76,1669;77,9316;77,8133;77,7823
76,703;78,5241;78,3553;78,4139;78,5485;76,8696;78,8456;76,7074;77,8902;78,4131;79,331;79,4939;78,3878;78,3268;76,4522;77,1141;79,3695;76,7097;78,7551;78,2653;76,0026;76,5004;76,8621;77,3671;78,1999;77,85;77,3509;78,0274;76,1089;76,365;77,4135;78,1575;76,0529;76,397;77,0278;78,0379;77,8963;78,5137;77,7677;76,8648;80,0231;76,9486;76,7411;78,6056;76,4417;77,8843;78,45
89,6268;90,5175;90,6861;86,6004;91,4526;89,2233;89,3773;89,8374;91,0749;89,046;90,2966;89,6657;89,8869;90,1612;88,3716;91,087;90,1015;91,695;90,0599;87,6253;90,5328;89,0698;89,0359;91,1576;89,972;88,6473;88,6845;89,8048;90,1997;89,0541;88,3169;89,5255;89,5169;88,7395;89,4215;90,9645;89,2292;89,539;90,3695;91,6467;87,8622;88,2938;88,8507;90,2968;93,0931;90,9035;88,1646
72,2504;70,2107;70,3688;70,1903;73,4914;73,0925;71,5254;71,6422;72,01;72,1794;72,3324;72,6621;72,2711;71,6927;72,1831;70,5849;71,0489;72,6233;72,6717;69,6849;73,0713;71,0753;73,0597;74,6241;72,5109;72,3788;71,8702;72,186;70,9377;70,9772;73,1598;73,4885;74,4529;72,3653;71,9702;73,9209;71,886;71,331;71,9006;71,5253;72,8722;73,7054;72,8142;73,2838;73,1819;71,6508;70,9345
83,8359;82,8535;83,6214;84,7202;83,8686;82,7449;84,5477;83,0574;83,4886;84,0041;82,3772;82,7873;85,388;83,8154;83,2953;84,9951;82,2323;83,9704;84,703;83,4434;83,689;82,9994;83,913;82,3292;85,1881;83,519;84,8177;85,1081;83,2232;82,9601;83,2731;85,1261;84,3478;84,2137;83,3999;83,1774;82,8246;84,7556;85,0507;82,1964;82,6145;84,0981;82,8973;83,9006;84,822;85,6325;85,7349
70,4222;71,2309;71,2986;70,817;70,5995;71,7382;71,5007;70,4934;70,0333;70,0942;70,434;71,3189;70,8799;71,6069;70,2915;71,7164;71,5057;69,351;68,4082;72,4933;71,205;71,3985;70,1441;70,1017;72,3129;68,5011;70,6714;69,0455;71,6417;68,5875;69,0953;69,8334;70,5532;70,5737;69,7861;71,3397;71,1261;70,2421;71,9831;70,6566;70,2603;70,3772;71,7035;69,8121;70,7112;71,1369;70,8266
78,8555;79,1264;78,4026;79,717;79,1337;78,0852;79,7502;79,9776;81,0289;78,9678;78,7357;79,2489;79,532;78,9073;79,3638;79,1315;80,5077;79,2509;79,2932;80,9289;77,9636;79,7262;80,1349;79,6247;78,7036;79,5214;81,5841;79,9882;80,2533;79,3308;80,538;78,0604;79,7269;77,9888;80,7568;78,4835;79,1051;79,9024;80,3084;79,357;79,0548;78,904;76,5497;78,8244;78,9787;78,1556;79,795
66,0024;66,4959;68,1862;68,1281;68,3945;66,4366;67,2904;68,6645;66,0444;68,721;66,7097;66,0384;68,1385;68,0986;67,1506;67,7071;66,8629;66,2076;65,7722;67,578;68,1658;68,8573;66,4155;68,2786;66,2279;69,9246;66,4335;68,0279;67,2701;67,0034;66,2307;67,9655;65,0956;68,4584;69,024;67,2224;66,9297;66,1101;65,0801;65,988;65,8438;67,5169;68,727;67,81;67,4245;65,7126;65,6339
68,2188;68,517;69,0533;69,3799;67,7493;66,7818;69,273;69,2296;66,9021;69,9196;68,4872;67,4167;68,961;68,3736;68,8271;70,7048;68,9296;69,5262;69,0098;66,8968;67,1805;67,7291;67,9595;69,6987;67,6149;67,2912;68,4462;68,6932;69,6321;65,8345;67,0902;69,2946;67,7365;66,7644;68,4792;67,2473;66,7455;69,5173;68,4498;66,6066;67,3668;70,0761;66,887;67,5613;66,5547;69,158;67,7162
79,1619;81,0046;81,5762;80,117;81,4308;80,4284;79,0709;79,6091;81,2574;79,7974;82,1484;80,6296;80,0197;81,3567;82,78;81,4428;82,0938;81,363;81,4096;80,885;80,4329;80,6445;80,8637;78,9367;78,6747;81,4401;80,457;79,5441;80,4963;80,3096;80,6614;81,3533;81,3764;78,0039;79,877;79,6851;79,9115;80,7415;81,6807;79,8329;79,2896;80,2664;78,3238;81,4412;81,6272;81,7552;78,6958
70,6083;68,8742;70,0299;70,0518;69,4562;68,1648;69,0116;69,2233;70,1021;70,3843;68,024;69,374;69,7424;69,3585;68,7797;71,1711;70,3493;68,3925;70,2505;70,9634;68,856;69,7322;67,6734;69,4592;69,685;71,0853;70,1041;69,8572;70,9819;70,608;67,8114;69,1697;67,6233;68,3328;69,3254;71,7663;68,7184;69,5471;69,0514;71,1114;68,9794;69,5595;69,998;70,5015;69,2452;70,4764;69,0969
65,3791;65,15;65,6534;64,8175;65,8497;65,1484;65,5621;66,0621;66,485;67,3228;65,7942;64,3483;65,3839;66,2872;65,4644;65,6178;65,7256;66,1301;66,5814;65,9071;67,6603;67,1512;66,535;67,5911;66,9594;66,5969;68,03;64,0285;65,4236;67,4252;65,5653;65,6922;64,4266;64,843;65,5925;66,1506;66,6635;66,1779;66,0169;65,6894;64,3058;67,6443;65,9667;67,0863;65,3797;65,2026;66,117
56,5147;60,349;59,2293;58,3262;59,7589;58,0052;57,7629;58,3372;60,0046;56,8628;57,6976;60,3534;57,8619;57,4094;58,9559;58,4962;57,3443;57,8516;58,149;57,597;56,9529;58,4062;57,608;59,512;57,7947;57,4975;58,5869;56,653;59,5208;56,7353;59,1177;58,8788;58,8436;58,827;58,9822;58,1319;58,3631;57,4503;58,8039;58,1788;58,9481;58,8981;56,5864;57,881;58,5998;59,33;58,0905
74,2489;74,3911;74,1821;74,3587;74,0818;72,5442;73,8437;72,9362;73,9159;73,7095;74,4977;73,4188;73,9976;75,1312;75,2648;75,058;75,7085;73,4295;73,6803;74,7205;72,769;73,8402;74,3795;74,9712;73,492;74,6093;75,5088;72,752;76,5646;74,9354;74,4762;75,8829;73,9616;72,5921;73,5664;75,149;74,0141;73,191;73,9832;74,4514;74,7006;73,6548;73,2296;74,4195;72,5943;76,8823;74,7548
64,1896;63,8643;62,9815;64,0176;63,4774;62,8434;61,4616;63,1927;62,4909;63,1296;63,9156;64,3106;62,8253;61,8334;63,7656;64,2175;62,7532;63,0422;62,7971;64,3647;64,4331;62,884;65,8608;63,048;64,8861;63,8939;64,248;63,3409;64,7042;64,0519;63,482;64,5439;65,6166;65,3202;63,8427;64,5482;63,8304;63,7974;62,6306;62,8873;63,1354;64,4269;63,753;65,5679;64,0181;64,6377;62,9551
81,1466;80,8721;79,2575;80,3983;81,5242;81,0516;81,3119;80,6181;81,9471;78,9481;80,3916;78,4837;80,679;80,1554;80,0189;80,67;78,6871;79,2701;81,4036;79,1467;81,1943;81,3713;79,9937;79,6014;79,9377;81,2896;79,483;79,705;80,9748;80,1396;81,655;79,432;79,2144;79,7988;81,2245;79,4061;78,6802;81,1786;80,8831;81,0538;82,7498;80,9852;79,1276;78,9863;80,818;79,8955;80,5892
61,854;61,5513;61,1469;61,1254;60,6992;60,8462;60,0488;59,3164;60,1109;59,2594;60,8852;60,8199;60,0816;62,3846;61,9802;61,5003;59,5905;60,2542;61,9219;58,9577;61,2845;62,1492;60,4302;62,6228;60,9924;62,1065;60,8537;60,552;61,1079;61,1518;61,4122;60,7923;60,4331;59,9641;61,4984;60,5625;61,4581;61,9796;60,4735;60,7007;61,677;61,5126;60,3443;60,3658;59,5977;59,9054;60,8962
91,3016;88,9746;92,2813;89,6532;89,7577;91,0055;90,8245;91,3466;91,1887;90,7528;88,4913;90,1952;90,6309;89,9712;89,3713;89,6725;90,2532;88,9304;88,7407;88,3744;90,5126;91,2549;89,6266;90,6394;90,2013;88,5355;89,9791;88,7899;89,4664;89,5713;89,3447;87,9523;88,3412;90,1685;89,3052;90,28;89,7342;89,3542;89,5559;90,6369;90,1104;88,0152;88,9522;89,6192;90,4799;91,4395;89,4654
65,6461;66,1608;64,2807;64,1684;64,9933;66,0876;64,4471;66,5756;64,0444;64,1937;66,6145;66,4405;64,6941;64,7035;64,6794;66,4782;63,2101;65,7909;65,3862;64,3716;64,7735;65,3531;65,7096;66,1335;65,3899;65,1587;64,3686;65,2202;65,3152;66,0352;64,9612;66,6457;64,8568;63,7065;65,0101;63,5096;64,6058;68,3138;63,2173;66,305;64,3099;63,2981;64,3326;63,8848;64,264;63,7599;65,5364
73,0498;73,0099;71,8834;72,0941;71,353;73,7965;73,1824;71,5277;73,2207;71,8547;70,2854;73,1234;75,0585;71,3456;71,451;72,0982;73,6599;73,4925;73,6123;72,6259;72,9326;71,1636;73,2546;72,9963;73,1684;73,8054;73,4503;73,6081;72,3463;73,3873;72,8386;71,2332;73,0572;71,3844;72,824;73,1263;72,8269;75,0479;73,2414;74,0592;72,3137;73,2029;72,2175;72,8344;72,2474;73,9153;74,5944
88,9801;86,3467;85,3054;86,4392;86,2701;86,6549;86,1092;86,7603;86,4366;87,5187;85,7894;87,3586;86,6335;85,6955;86,203;88,2376;86,7714;87,3538;86,135;87,3789;86,1655;86,6438;89,2455;87,3402;87,3365;87,1614;86,6693;87,9196;86,9094;85,9902;87,8016;89,1072;86,4789;86,7258;87,91;86,2788;85,8589;84,3466;87,2479;87,2466;88,1203;86,0139;86,5647;85,1035;87,5369;88,0272;87,0138
85,696;84,9528;85,9543;86,3143;85,1635;85,71;83,6048;87,6619;84,8336;84,5411;85,878;84,5296;85,0538;84,9631;84,9965;83,6018;86,252;86,5072;85,477;86,2304;84,742;85,1159;84,8534;86,3607;85,2897;85,8678;86,0465;86,7392;84,4979;84,8592;84,4962;85,0177;83,9919;85,5293;84,0297;85,6566;84,0953;85,3915;86,8562;84,7657;85,5107;85,474;85,0012;85,7279;85,3667;83,841;84,9781
67,5956;67,6338;65,8955;67,384;68,6052;67,3302;67,1948;68,5443;67,3392;67,7295;67,3292;67,3548;67,2354;67,7379;66,216;68,3737;69,3102;67,8019;66,9886;68,1674;66,9148;67,1229;66,29;68,0612;66,7818;68,216;66,7858;67,0572;68,238;67,6176;67,9793;67,5729;67,0857;68,6741;66,1658;66,257;68,7658;66,551;66,9222;67,7018;66,5575;67,8646;66,5717;68,2723;67,6192;66,9143;68,0586
59,1135;61,0518;59,0385;59,6607;60,8607;58,4613;60,0519;58,4091;59,2253;59,7972;60,9436;60,5139;59,5888;59,262;59,148;60,7548;61,5586;59,6604;60,7535;59,0953;59,6539;60,2308;61,2788;59,3283;58,7248;58,4946;59,2032;57,1977;59,4996;57,4415;59,3454;59,4811;60,1413;60,067;59,4354;58,4891;60,5401;60,172;59,2558;60,7817;59,303;60,1236;60,8703;59,959;58,4591;58,9409;59,3401
59,6801;61,2771;62,5709;62,8071;60,2375;62,5701;62,6453;59,9928;61,9292;61,1001;61,6116;61,3948;61,3157;62,6048;61,34;59,4871;60,6096;62,7927;61,5788;60,4463;60,8946;60,8436;61,5677;62,5519;62,2605;60,3434;61,0466;59,9873;60,759;60,8551;60,0153;58,774;61,7119;59,8481;60,7241;61,8374;60,9653;60,184;60,8576;60,6631;63,9535;61,7829;62,1603;61,4124;61,1937;61,0352;59,2621
